Note,Molecule List Name,Precursor Name,Precursor Formula,Precursor Adduct,Precursor Charge,Precursor m/z,Product m/z,Product Charge,Explicit Retention Time,InChiKey,Explicit Collision Energy
splash10-0vi0-0009900000-395bc867be337bebe61c,Flavonoids,"Delphinidin 3,5-diglucoside---0.7",C27H30O16,[M+H]+,1,611.16120953,465,1,40.1963748,XCTGXGVGJYACEI-LCENJUANSA-O,35
splash10-00di-9200000000-37e6be6035b25f791be7,Carboxylic acids and derivatives,L-Methionine sulfoxide---3.6,C5H11NO3S,[M+H]+,1,166.05378886,56,1,218.819166,QEFRNWWLZKMPFJ-UHFFFAOYSA-N,35
splash10-00di-9200000000-37e6be6035b25f791be7,Carboxylic acids and derivatives,L-Methionine sulfoxide---3.6,C5H11NO3S,[M+H]+,1,166.05378886,74,1,218.819166,QEFRNWWLZKMPFJ-UHFFFAOYSA-N,35
splash10-00di-9200000000-37e6be6035b25f791be7,Carboxylic acids and derivatives,L-Methionine sulfoxide---3.6,C5H11NO3S,[M+H]+,1,166.05378886,102,1,218.819166,QEFRNWWLZKMPFJ-UHFFFAOYSA-N,35
splash10-00di-9200000000-37e6be6035b25f791be7,Carboxylic acids and derivatives,L-Methionine sulfoxide---3.6,C5H11NO3S,[M+H]+,1,166.05378886,149,1,218.819166,QEFRNWWLZKMPFJ-UHFFFAOYSA-N,35
splash10-0udi-0900000000-15bfcf23c1f91eadcdcf,Benzothiazoles,2-Methylbenzothiazole---2.1,C8H7NS,[M+H]+,1,150.03774494,92.0496,1,125.29482599999999,DXYYSGDWQCSKKO-UHFFFAOYSA-N,35
splash10-0udi-0900000000-15bfcf23c1f91eadcdcf,Benzothiazoles,2-Methylbenzothiazole---2.1,C8H7NS,[M+H]+,1,150.03774494,109.0108,1,125.29482599999999,DXYYSGDWQCSKKO-UHFFFAOYSA-N,35
splash10-0udi-0900000000-15bfcf23c1f91eadcdcf,Benzothiazoles,2-Methylbenzothiazole---2.1,C8H7NS,[M+H]+,1,150.03774494,110.0601,1,125.29482599999999,DXYYSGDWQCSKKO-UHFFFAOYSA-N,35
splash10-0udi-0900000000-15bfcf23c1f91eadcdcf,Benzothiazoles,2-Methylbenzothiazole---2.1,C8H7NS,[M+H]+,1,150.03774494,120.0445,1,125.29482599999999,DXYYSGDWQCSKKO-UHFFFAOYSA-N,35
splash10-014i-0542900000-0c1113b3bdce0976d62b,Phenols,"NCGC00385749-01!5-nonadecylbenzene-1,3-diol---4.9",C25H44O2,[M+K]+,1,415.29783742,153.00597399999998,1,294.80998800000003,PUNOCEUUYUXUGR-UHFFFAOYSA-N,35
splash10-014i-0542900000-0c1113b3bdce0976d62b,Phenols,"NCGC00385749-01!5-nonadecylbenzene-1,3-diol---4.9",C25H44O2,[M+K]+,1,415.29783742,192.042252,1,294.80998800000003,PUNOCEUUYUXUGR-UHFFFAOYSA-N,35
splash10-014i-0542900000-0c1113b3bdce0976d62b,Phenols,"NCGC00385749-01!5-nonadecylbenzene-1,3-diol---4.9",C25H44O2,[M+K]+,1,415.29783742,205.0901525,1,294.80998800000003,PUNOCEUUYUXUGR-UHFFFAOYSA-N,35
splash10-002b-0139400000-f3fff996fce68da266cb,Flavonoids,"NCGC00169924-02!2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-8-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]chromen-4-one---3.7",C21H20O11,[M+H]+,1,449.10838623,299.31659738039275,1,222.662922,PLAPMLGJVGLZOV-UHFFFAOYSA-N,35
splash10-002b-0139400000-f3fff996fce68da266cb,Flavonoids,"NCGC00169924-02!2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-8-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]chromen-4-one---3.7",C21H20O11,[M+H]+,1,449.10838623,300.4652814770268,1,222.662922,PLAPMLGJVGLZOV-UHFFFAOYSA-N,35
splash10-002b-0139400000-f3fff996fce68da266cb,Flavonoids,"NCGC00169924-02!2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-8-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]chromen-4-one---3.7",C21H20O11,[M+H]+,1,449.10838623,329.02315533650614,1,222.662922,PLAPMLGJVGLZOV-UHFFFAOYSA-N,35
splash10-002b-0139400000-f3fff996fce68da266cb,Flavonoids,"NCGC00169924-02!2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-8-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]chromen-4-one---3.7",C21H20O11,[M+H]+,1,449.10838623,412.8959508751543,1,222.662922,PLAPMLGJVGLZOV-UHFFFAOYSA-N,35
splash10-00di-0290000000-234fd6d752469794fac4,Coumarins and derivatives,"NCGC00384976-01!9,10-dihydroxy-8,8-dimethyl-9,10-dihydropyrano[2,3-f]chromen-2-one---3.2",C14H14O5,[M+Na]+,1,285.07389312,139.94932566666668,1,193.790148,HKXQUNNSKMWIKJ-UHFFFAOYSA-N,35
splash10-00di-0290000000-234fd6d752469794fac4,Coumarins and derivatives,"NCGC00384976-01!9,10-dihydroxy-8,8-dimethyl-9,10-dihydropyrano[2,3-f]chromen-2-one---3.2",C14H14O5,[M+Na]+,1,285.07389312,168.176819,1,193.790148,HKXQUNNSKMWIKJ-UHFFFAOYSA-N,35
splash10-00di-0290000000-234fd6d752469794fac4,Coumarins and derivatives,"NCGC00384976-01!9,10-dihydroxy-8,8-dimethyl-9,10-dihydropyrano[2,3-f]chromen-2-one---3.2",C14H14O5,[M+Na]+,1,285.07389312,269.9776816666667,1,193.790148,HKXQUNNSKMWIKJ-UHFFFAOYSA-N,35
splash10-00di-0290000000-234fd6d752469794fac4,Coumarins and derivatives,"NCGC00384976-01!9,10-dihydroxy-8,8-dimethyl-9,10-dihydropyrano[2,3-f]chromen-2-one---3.2",C14H14O5,[M+Na]+,1,285.07389312,271.057556,1,193.790148,HKXQUNNSKMWIKJ-UHFFFAOYSA-N,35
splash10-004i-0029520000-3c5aad39b2182f3acad8,Flavonoids,"NCGC00169650-03!5,7-dihydroxy-2-(4-hydroxyphenyl)-8-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-6-(3,4,5-trihydroxyoxan-2-yl)chromen-4-one---9.6",C26H28O14,[M+H]+,1,565.1557302699999,333.8385812736092,1,573.535488,OVMFOVNOXASTPA-UHFFFAOYSA-N,35
splash10-004i-0029520000-3c5aad39b2182f3acad8,Flavonoids,"NCGC00169650-03!5,7-dihydroxy-2-(4-hydroxyphenyl)-8-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-6-(3,4,5-trihydroxyoxan-2-yl)chromen-4-one---9.6",C26H28O14,[M+H]+,1,565.1557302699999,336.741110405478,1,573.535488,OVMFOVNOXASTPA-UHFFFAOYSA-N,35
splash10-004i-0029520000-3c5aad39b2182f3acad8,Flavonoids,"NCGC00169650-03!5,7-dihydroxy-2-(4-hydroxyphenyl)-8-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-6-(3,4,5-trihydroxyoxan-2-yl)chromen-4-one---9.6",C26H28O14,[M+H]+,1,565.1557302699999,352.0745462261684,1,573.535488,OVMFOVNOXASTPA-UHFFFAOYSA-N,35
splash10-004i-0029520000-3c5aad39b2182f3acad8,Flavonoids,"NCGC00169650-03!5,7-dihydroxy-2-(4-hydroxyphenyl)-8-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-6-(3,4,5-trihydroxyoxan-2-yl)chromen-4-one---9.6",C26H28O14,[M+H]+,1,565.1557302699999,405.8482851693234,1,573.535488,OVMFOVNOXASTPA-UHFFFAOYSA-N,35
splash10-004i-0029520000-3c5aad39b2182f3acad8,Flavonoids,"NCGC00169650-03!5,7-dihydroxy-2-(4-hydroxyphenyl)-8-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-6-(3,4,5-trihydroxyoxan-2-yl)chromen-4-one---9.6",C26H28O14,[M+H]+,1,565.1557302699999,529.7417843848071,1,573.535488,OVMFOVNOXASTPA-UHFFFAOYSA-N,35
splash10-004i-0029520000-3c5aad39b2182f3acad8,Flavonoids,"NCGC00169650-03!5,7-dihydroxy-2-(4-hydroxyphenyl)-8-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-6-(3,4,5-trihydroxyoxan-2-yl)chromen-4-one---2.5",C26H28O14,[M+H]+,1,565.1557302699999,333.8385812736092,1,149.46122400000002,OVMFOVNOXASTPA-UHFFFAOYSA-N,35
splash10-004i-0029520000-3c5aad39b2182f3acad8,Flavonoids,"NCGC00169650-03!5,7-dihydroxy-2-(4-hydroxyphenyl)-8-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-6-(3,4,5-trihydroxyoxan-2-yl)chromen-4-one---2.5",C26H28O14,[M+H]+,1,565.1557302699999,336.741110405478,1,149.46122400000002,OVMFOVNOXASTPA-UHFFFAOYSA-N,35
splash10-004i-0029520000-3c5aad39b2182f3acad8,Flavonoids,"NCGC00169650-03!5,7-dihydroxy-2-(4-hydroxyphenyl)-8-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-6-(3,4,5-trihydroxyoxan-2-yl)chromen-4-one---2.5",C26H28O14,[M+H]+,1,565.1557302699999,352.0745462261684,1,149.46122400000002,OVMFOVNOXASTPA-UHFFFAOYSA-N,35
splash10-004i-0029520000-3c5aad39b2182f3acad8,Flavonoids,"NCGC00169650-03!5,7-dihydroxy-2-(4-hydroxyphenyl)-8-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-6-(3,4,5-trihydroxyoxan-2-yl)chromen-4-one---2.5",C26H28O14,[M+H]+,1,565.1557302699999,405.8482851693234,1,149.46122400000002,OVMFOVNOXASTPA-UHFFFAOYSA-N,35
splash10-004i-0029520000-3c5aad39b2182f3acad8,Flavonoids,"NCGC00169650-03!5,7-dihydroxy-2-(4-hydroxyphenyl)-8-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-6-(3,4,5-trihydroxyoxan-2-yl)chromen-4-one---2.5",C26H28O14,[M+H]+,1,565.1557302699999,529.7417843848071,1,149.46122400000002,OVMFOVNOXASTPA-UHFFFAOYSA-N,35
splash10-000e-6930300000-f9df3d639ac92c4e2f00,Fatty Acyls,"NCGC00169122-02!2-oct-1-en-3-yloxy-6-[(3,4,5-trihydroxyoxan-2-yl)oxymethyl]oxane-3,4,5-triol---14.2",C19H34O10,[M+NH4]+,1,440.24957114,85.028816,1,852.53502,VXNMHZVTDWLWRX-UHFFFAOYSA-N,35
splash10-000e-6930300000-f9df3d639ac92c4e2f00,Fatty Acyls,"NCGC00169122-02!2-oct-1-en-3-yloxy-6-[(3,4,5-trihydroxyoxan-2-yl)oxymethyl]oxane-3,4,5-triol---14.2",C19H34O10,[M+NH4]+,1,440.24957114,97.028603,1,852.53502,VXNMHZVTDWLWRX-UHFFFAOYSA-N,35
splash10-000e-6930300000-f9df3d639ac92c4e2f00,Fatty Acyls,"NCGC00169122-02!2-oct-1-en-3-yloxy-6-[(3,4,5-trihydroxyoxan-2-yl)oxymethyl]oxane-3,4,5-triol---14.2",C19H34O10,[M+NH4]+,1,440.24957114,163.059586,1,852.53502,VXNMHZVTDWLWRX-UHFFFAOYSA-N,35
splash10-000i-0910000000-6c87b10e6d03efc37120,Benzodioxoles,"NCGC00180838-02!(E)-5-(1,3-benzodioxol-5-yl)-1-piperidin-1-ylpent-2-en-1-one---12.3",C17H21NO3,[M+H]+,1,288.15996846,76.16506352791264,1,738.33762,QHWOFMXDKFORMO-XVNBXDOJSA-N,35
splash10-000i-0910000000-6c87b10e6d03efc37120,Benzodioxoles,"NCGC00180838-02!(E)-5-(1,3-benzodioxol-5-yl)-1-piperidin-1-ylpent-2-en-1-one---12.3",C17H21NO3,[M+H]+,1,288.15996846,103.75396167674295,1,738.33762,QHWOFMXDKFORMO-XVNBXDOJSA-N,35
splash10-000i-0910000000-6c87b10e6d03efc37120,Benzodioxoles,"NCGC00180838-02!(E)-5-(1,3-benzodioxol-5-yl)-1-piperidin-1-ylpent-2-en-1-one---12.3",C17H21NO3,[M+H]+,1,288.15996846,134.73010466730406,1,738.33762,QHWOFMXDKFORMO-XVNBXDOJSA-N,35
splash10-000i-0910000000-6c87b10e6d03efc37120,Benzodioxoles,"NCGC00180838-02!(E)-5-(1,3-benzodioxol-5-yl)-1-piperidin-1-ylpent-2-en-1-one---12.3",C17H21NO3,[M+H]+,1,288.15996846,137.68937356631153,1,738.33762,QHWOFMXDKFORMO-XVNBXDOJSA-N,35
splash10-000i-0090100000-f7cb5208cc787bcfb1a3,Flavonoids,"NCGC00168820-02!5-hydroxy-2-(4-hydroxyphenyl)-3,7-bis[[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy]chromen-4-one---13.3",C27H30O14,[M+H]+,1,579.17138033,212.8761678304077,1,795.00084,PUPKKEQDLNREIM-QNSQPKOQSA-N,35
splash10-000i-0090100000-f7cb5208cc787bcfb1a3,Flavonoids,"NCGC00168820-02!5-hydroxy-2-(4-hydroxyphenyl)-3,7-bis[[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy]chromen-4-one---13.3",C27H30O14,[M+H]+,1,579.17138033,286.6243653036773,1,795.00084,PUPKKEQDLNREIM-QNSQPKOQSA-N,35
splash10-000i-0090100000-f7cb5208cc787bcfb1a3,Flavonoids,"NCGC00168820-02!5-hydroxy-2-(4-hydroxyphenyl)-3,7-bis[[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy]chromen-4-one---13.3",C27H30O14,[M+H]+,1,579.17138033,287.6891486605906,1,795.00084,PUPKKEQDLNREIM-QNSQPKOQSA-N,35
splash10-000i-0090100000-f7cb5208cc787bcfb1a3,Flavonoids,"NCGC00168820-02!5-hydroxy-2-(4-hydroxyphenyl)-3,7-bis[[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy]chromen-4-one---13.3",C27H30O14,[M+H]+,1,579.17138033,433.4677061764286,1,795.00084,PUPKKEQDLNREIM-QNSQPKOQSA-N,35
splash10-000i-0090100000-f7cb5208cc787bcfb1a3,Flavonoids,"NCGC00168820-02!5-hydroxy-2-(4-hydroxyphenyl)-3,7-bis[[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy]chromen-4-one---13.3",C27H30O14,[M+H]+,1,579.17138033,434.5160783430556,1,795.00084,PUPKKEQDLNREIM-QNSQPKOQSA-N,35
splash10-0pi9-2900000000-74270e3e227a56602cc4,Stilbenes,NCGC00385266-01!3-[2-(3-hydroxyphenyl)ethyl]-5-methoxyphenol---12.4,C15H16O3,[M+H]+,1,245.11776931,103.054787,1,745.2999000000001,VYQXIUVIYICVCM-UHFFFAOYSA-N,35
splash10-0pi9-2900000000-74270e3e227a56602cc4,Stilbenes,NCGC00385266-01!3-[2-(3-hydroxyphenyl)ethyl]-5-methoxyphenol---12.4,C15H16O3,[M+H]+,1,245.11776931,105.05721700000001,1,745.2999000000001,VYQXIUVIYICVCM-UHFFFAOYSA-N,35
splash10-0pi9-2900000000-74270e3e227a56602cc4,Stilbenes,NCGC00385266-01!3-[2-(3-hydroxyphenyl)ethyl]-5-methoxyphenol---12.4,C15H16O3,[M+H]+,1,245.11776931,121.045616,1,745.2999000000001,VYQXIUVIYICVCM-UHFFFAOYSA-N,35
splash10-0pi9-2900000000-74270e3e227a56602cc4,Stilbenes,NCGC00385266-01!3-[2-(3-hydroxyphenyl)ethyl]-5-methoxyphenol---12.4,C15H16O3,[M+H]+,1,245.11776931,137.059021,1,745.2999000000001,VYQXIUVIYICVCM-UHFFFAOYSA-N,35
splash10-0pi9-2900000000-74270e3e227a56602cc4,Stilbenes,NCGC00385266-01!3-[2-(3-hydroxyphenyl)ethyl]-5-methoxyphenol---12.4,C15H16O3,[M+H]+,1,245.11776931,151.027649,1,745.2999000000001,VYQXIUVIYICVCM-UHFFFAOYSA-N,35
splash10-0api-2900000000-351fe6c26efba614a881,Benzodioxoles,"NCGC00091427-03!4-methoxy-6-prop-2-enyl-1,3-benzodioxole---0.6",C11H12O3,[M+H]+,1,193.08646919,89.53175777777778,1,33.6524958,BNWJOHGLIBDBOB-UHFFFAOYSA-N,35
splash10-0api-2900000000-351fe6c26efba614a881,Benzodioxoles,"NCGC00091427-03!4-methoxy-6-prop-2-enyl-1,3-benzodioxole---0.6",C11H12O3,[M+H]+,1,193.08646919,105.056183,1,33.6524958,BNWJOHGLIBDBOB-UHFFFAOYSA-N,35
splash10-0api-2900000000-351fe6c26efba614a881,Benzodioxoles,"NCGC00091427-03!4-methoxy-6-prop-2-enyl-1,3-benzodioxole---0.6",C11H12O3,[M+H]+,1,193.08646919,115.053619,1,33.6524958,BNWJOHGLIBDBOB-UHFFFAOYSA-N,35
splash10-0api-2900000000-351fe6c26efba614a881,Benzodioxoles,"NCGC00091427-03!4-methoxy-6-prop-2-enyl-1,3-benzodioxole---0.6",C11H12O3,[M+H]+,1,193.08646919,131.0421905,1,33.6524958,BNWJOHGLIBDBOB-UHFFFAOYSA-N,35
splash10-0api-2900000000-351fe6c26efba614a881,Benzodioxoles,"NCGC00091427-03!4-methoxy-6-prop-2-enyl-1,3-benzodioxole---0.6",C11H12O3,[M+H]+,1,193.08646919,133.064606,1,33.6524958,BNWJOHGLIBDBOB-UHFFFAOYSA-N,35
splash10-0api-2900000000-351fe6c26efba614a881,Benzodioxoles,"NCGC00091427-03!4-methoxy-6-prop-2-enyl-1,3-benzodioxole---2",C11H12O3,[M+H]+,1,193.08646919,89.53175777777778,1,120.5547,BNWJOHGLIBDBOB-UHFFFAOYSA-N,35
splash10-0api-2900000000-351fe6c26efba614a881,Benzodioxoles,"NCGC00091427-03!4-methoxy-6-prop-2-enyl-1,3-benzodioxole---2",C11H12O3,[M+H]+,1,193.08646919,105.056183,1,120.5547,BNWJOHGLIBDBOB-UHFFFAOYSA-N,35
splash10-0api-2900000000-351fe6c26efba614a881,Benzodioxoles,"NCGC00091427-03!4-methoxy-6-prop-2-enyl-1,3-benzodioxole---2",C11H12O3,[M+H]+,1,193.08646919,115.053619,1,120.5547,BNWJOHGLIBDBOB-UHFFFAOYSA-N,35
splash10-0api-2900000000-351fe6c26efba614a881,Benzodioxoles,"NCGC00091427-03!4-methoxy-6-prop-2-enyl-1,3-benzodioxole---2",C11H12O3,[M+H]+,1,193.08646919,131.0421905,1,120.5547,BNWJOHGLIBDBOB-UHFFFAOYSA-N,35
splash10-0api-2900000000-351fe6c26efba614a881,Benzodioxoles,"NCGC00091427-03!4-methoxy-6-prop-2-enyl-1,3-benzodioxole---2",C11H12O3,[M+H]+,1,193.08646919,133.064606,1,120.5547,BNWJOHGLIBDBOB-UHFFFAOYSA-N,35
splash10-0api-2900000000-351fe6c26efba614a881,Benzodioxoles,"NCGC00091427-03!4-methoxy-6-prop-2-enyl-1,3-benzodioxole---0.5",C11H12O3,[M+H]+,1,193.08646919,89.53175777777778,1,28.0224882,BNWJOHGLIBDBOB-UHFFFAOYSA-N,35
splash10-0api-2900000000-351fe6c26efba614a881,Benzodioxoles,"NCGC00091427-03!4-methoxy-6-prop-2-enyl-1,3-benzodioxole---0.5",C11H12O3,[M+H]+,1,193.08646919,105.056183,1,28.0224882,BNWJOHGLIBDBOB-UHFFFAOYSA-N,35
splash10-0api-2900000000-351fe6c26efba614a881,Benzodioxoles,"NCGC00091427-03!4-methoxy-6-prop-2-enyl-1,3-benzodioxole---0.5",C11H12O3,[M+H]+,1,193.08646919,115.053619,1,28.0224882,BNWJOHGLIBDBOB-UHFFFAOYSA-N,35
splash10-0api-2900000000-351fe6c26efba614a881,Benzodioxoles,"NCGC00091427-03!4-methoxy-6-prop-2-enyl-1,3-benzodioxole---0.5",C11H12O3,[M+H]+,1,193.08646919,131.0421905,1,28.0224882,BNWJOHGLIBDBOB-UHFFFAOYSA-N,35
splash10-0api-2900000000-351fe6c26efba614a881,Benzodioxoles,"NCGC00091427-03!4-methoxy-6-prop-2-enyl-1,3-benzodioxole---0.5",C11H12O3,[M+H]+,1,193.08646919,133.064606,1,28.0224882,BNWJOHGLIBDBOB-UHFFFAOYSA-N,35
splash10-0002-0290000000-9d730c25faf7b913dfa2,Lignan glycosides,"NCGC00180141-02!2-[[7-hydroxy-1-(4-hydroxy-3,5-dimethoxyphenyl)-3-(hydroxymethyl)-6,8-dimethoxy-1,2,3,4-tetrahydronaphthalen-2-yl]methoxy]-6-(hydroxymethyl)oxane-3,4,5-triol---12.8",C28H38O13,[M+NH4]+,1,600.26561506,159.0678635,1,768.47628,PQQRNPDHSJDAGV-UHFFFAOYSA-N,35
splash10-0002-0290000000-9d730c25faf7b913dfa2,Lignan glycosides,"NCGC00180141-02!2-[[7-hydroxy-1-(4-hydroxy-3,5-dimethoxyphenyl)-3-(hydroxymethyl)-6,8-dimethoxy-1,2,3,4-tetrahydronaphthalen-2-yl]methoxy]-6-(hydroxymethyl)oxane-3,4,5-triol---12.8",C28H38O13,[M+NH4]+,1,600.26561506,187.01381650000002,1,768.47628,PQQRNPDHSJDAGV-UHFFFAOYSA-N,35
splash10-0002-0290000000-9d730c25faf7b913dfa2,Lignan glycosides,"NCGC00180141-02!2-[[7-hydroxy-1-(4-hydroxy-3,5-dimethoxyphenyl)-3-(hydroxymethyl)-6,8-dimethoxy-1,2,3,4-tetrahydronaphthalen-2-yl]methoxy]-6-(hydroxymethyl)oxane-3,4,5-triol---12.8",C28H38O13,[M+NH4]+,1,600.26561506,221.48757833333335,1,768.47628,PQQRNPDHSJDAGV-UHFFFAOYSA-N,35
splash10-0002-0290000000-9d730c25faf7b913dfa2,Lignan glycosides,"NCGC00180141-02!2-[[7-hydroxy-1-(4-hydroxy-3,5-dimethoxyphenyl)-3-(hydroxymethyl)-6,8-dimethoxy-1,2,3,4-tetrahydronaphthalen-2-yl]methoxy]-6-(hydroxymethyl)oxane-3,4,5-triol---12.8",C28H38O13,[M+NH4]+,1,600.26561506,250.39648695444396,1,768.47628,PQQRNPDHSJDAGV-UHFFFAOYSA-N,35
splash10-0002-0290000000-9d730c25faf7b913dfa2,Lignan glycosides,"NCGC00180141-02!2-[[7-hydroxy-1-(4-hydroxy-3,5-dimethoxyphenyl)-3-(hydroxymethyl)-6,8-dimethoxy-1,2,3,4-tetrahydronaphthalen-2-yl]methoxy]-6-(hydroxymethyl)oxane-3,4,5-triol---12.8",C28H38O13,[M+NH4]+,1,600.26561506,267.1673125,1,768.47628,PQQRNPDHSJDAGV-UHFFFAOYSA-N,35
splash10-01q9-0049410000-b9e46e9b61fd04b1fd54,Flavonoids,"NCGC00385604-01!5,7-dihydroxy-2-(4-hydroxyphenyl)-6,8-bis[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]chromen-4-one---3.4",C27H30O15,[M+H]+,1,595.16629493,284.23566278482497,1,204.37814999999998,FIAAVMJLAGNUKW-UHFFFAOYSA-N,35
splash10-01q9-0049410000-b9e46e9b61fd04b1fd54,Flavonoids,"NCGC00385604-01!5,7-dihydroxy-2-(4-hydroxyphenyl)-6,8-bis[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]chromen-4-one---3.4",C27H30O15,[M+H]+,1,595.16629493,294.8134044232252,1,204.37814999999998,FIAAVMJLAGNUKW-UHFFFAOYSA-N,35
splash10-01q9-0049410000-b9e46e9b61fd04b1fd54,Flavonoids,"NCGC00385604-01!5,7-dihydroxy-2-(4-hydroxyphenyl)-6,8-bis[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]chromen-4-one---3.4",C27H30O15,[M+H]+,1,595.16629493,297.5672241426152,1,204.37814999999998,FIAAVMJLAGNUKW-UHFFFAOYSA-N,35
splash10-01q9-0049410000-b9e46e9b61fd04b1fd54,Flavonoids,"NCGC00385604-01!5,7-dihydroxy-2-(4-hydroxyphenyl)-6,8-bis[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]chromen-4-one---3.4",C27H30O15,[M+H]+,1,595.16629493,311.007140108753,1,204.37814999999998,FIAAVMJLAGNUKW-UHFFFAOYSA-N,35
splash10-01q9-0049410000-b9e46e9b61fd04b1fd54,Flavonoids,"NCGC00385604-01!5,7-dihydroxy-2-(4-hydroxyphenyl)-6,8-bis[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]chromen-4-one---3.4",C27H30O15,[M+H]+,1,595.16629493,312.9250445049996,1,204.37814999999998,FIAAVMJLAGNUKW-UHFFFAOYSA-N,35
splash10-0gc0-0920000000-d2ff5e02f325e3b90f2e,Furanoid lignans,"NCGC00384974-01!4-[5-(4-hydroxy-3,5-dimethoxyphenyl)-3,4-dimethyloxolan-2-yl]-2,6-dimethoxyphenol---12.9",C22H28O7,[M+H]+,1,405.19132807,166.71343979416667,1,774.23982,CAUANPLJFMVCHO-UHFFFAOYSA-N,35
splash10-0gc0-0920000000-d2ff5e02f325e3b90f2e,Furanoid lignans,"NCGC00384974-01!4-[5-(4-hydroxy-3,5-dimethoxyphenyl)-3,4-dimethyloxolan-2-yl]-2,6-dimethoxyphenol---12.9",C22H28O7,[M+H]+,1,405.19132807,168.3010133792824,1,774.23982,CAUANPLJFMVCHO-UHFFFAOYSA-N,35
splash10-0gc0-0920000000-d2ff5e02f325e3b90f2e,Furanoid lignans,"NCGC00384974-01!4-[5-(4-hydroxy-3,5-dimethoxyphenyl)-3,4-dimethyloxolan-2-yl]-2,6-dimethoxyphenol---12.9",C22H28O7,[M+H]+,1,405.19132807,181.52191855555554,1,774.23982,CAUANPLJFMVCHO-UHFFFAOYSA-N,35
splash10-0gc0-0920000000-d2ff5e02f325e3b90f2e,Furanoid lignans,"NCGC00384974-01!4-[5-(4-hydroxy-3,5-dimethoxyphenyl)-3,4-dimethyloxolan-2-yl]-2,6-dimethoxyphenol---12.9",C22H28O7,[M+H]+,1,405.19132807,201.065338,1,774.23982,CAUANPLJFMVCHO-UHFFFAOYSA-N,35
splash10-0gc0-0920000000-d2ff5e02f325e3b90f2e,Furanoid lignans,"NCGC00384974-01!4-[5-(4-hydroxy-3,5-dimethoxyphenyl)-3,4-dimethyloxolan-2-yl]-2,6-dimethoxyphenol---12.9",C22H28O7,[M+H]+,1,405.19132807,251.129501,1,774.23982,CAUANPLJFMVCHO-UHFFFAOYSA-N,35
splash10-056r-0129520000-3be6130c683d5c31659c,Flavonoids,"NCGC00180115-02!5,7-dihydroxy-2-(4-hydroxyphenyl)-6-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-8-(3,4,5-trihydroxyoxan-2-yl)chromen-4-one---10",C26H28O14,[M+H]+,1,565.1557302699999,334.7365160001543,1,598.2871379999999,MMDUKUSNQNWVET-UHFFFAOYSA-N,35
splash10-056r-0129520000-3be6130c683d5c31659c,Flavonoids,"NCGC00180115-02!5,7-dihydroxy-2-(4-hydroxyphenyl)-6-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-8-(3,4,5-trihydroxyoxan-2-yl)chromen-4-one---10",C26H28O14,[M+H]+,1,565.1557302699999,337.96322217562107,1,598.2871379999999,MMDUKUSNQNWVET-UHFFFAOYSA-N,35
splash10-056r-0129520000-3be6130c683d5c31659c,Flavonoids,"NCGC00180115-02!5,7-dihydroxy-2-(4-hydroxyphenyl)-6-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-8-(3,4,5-trihydroxyoxan-2-yl)chromen-4-one---10",C26H28O14,[M+H]+,1,565.1557302699999,408.61542245218,1,598.2871379999999,MMDUKUSNQNWVET-UHFFFAOYSA-N,35
